ItemID,Category,Vendor,Name,Description,CPU/SoC,RAM_GB,Storage_GB,GPU,Screen_Size_Inch,OS,Price,Rating
DSK-022,Desk,Herman Miller,Herman Miller Compact Desk Model 118,"Compact Desk made with Wood, dimensions 59x29 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,621.28,4.8
DSK-023,Desk,Herman Miller,Herman Miller Standing Desk Model 138,"Standing Desk made with Laminate, dimensions 47x27 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,544.36,3.9
DSK-024,Desk,Uplift,Uplift Adjustable Desk Model 954,"Adjustable Desk made with Laminate, dimensions 48x24 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,1171.47,4.6
DSK-025,Desk,Herman Miller,Herman Miller Sitting Desk Model 642,"Sitting Desk made with Particleboard, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,442.43,4.2
DSK-026,Desk,Vari,Vari Standing Desk Model 884,"Standing Desk made with Wood, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1193.04,4.1
DSK-027,Desk,HON,HON Adjustable Desk Model 562,"Adjustable Desk made with Particleboard, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,280.48,4.5
DSK-028,Desk,Herman Miller,Herman Miller L‑Shaped Desk Model 248,"L‑Shaped Desk made with Metal Frame + Wood Top, dimensions 80x36 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,644.06,4.2
DSK-029,Desk,HON,HON Executive Desk Model 633,"Executive Desk made with Particleboard, dimensions 48x24 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,754.5,3.9
DSK-030,Desk,Steelcase,Steelcase Executive Desk Model 650,"Executive Desk made with Laminate, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,941.9,4.2
DSK-031,Desk,Vari,Vari Adjustable Desk Model 278,"Adjustable Desk made with Particleboard, dimensions 60x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,302.79,4.3
DSK-032,Desk,HON,HON Adjustable Desk Model 812,"Adjustable Desk made with Laminate, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,842.37,4.7
DSK-033,Desk,HON,HON Adjustable Desk Model 681,"Adjustable Desk made with Laminate, dimensions 59x29 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1047.76,4.3
DSK-034,Desk,Herman Miller,Herman Miller Executive Desk Model 259,"Executive Desk made with Wood, dimensions 80x36 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,942.86,4.5
DSK-035,Desk,HON,HON Adjustable Desk Model 796,"Adjustable Desk made with Laminate, dimensions 72x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,674.55,4.3
DSK-036,Desk,Uplift,Uplift Adjustable Desk Model 807,"Adjustable Desk made with Particleboard, dimensions 55x28 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,673.86,4.1
DSK-037,Desk,Steelcase,Steelcase Executive Desk Model 413,"Executive Desk made with Particleboard, dimensions 60x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,1164.38,4.6
DSK-038,Desk,Steelcase,Steelcase Executive Desk Model 204,"Executive Desk made with Laminate, dimensions 59x29 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,577.06,4.0
DSK-039,Desk,Fully,Fully L‑Shaped Desk Model 455,"L‑Shaped Desk made with Wood, dimensions 47x27 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1103.52,4.4
DSK-040,Desk,Autonomous,Autonomous Standing Desk Model 509,"Standing Desk made with Wood, dimensions 72x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,198.46,4.3
DSK-041,Desk,Herman Miller,Herman Miller Standing Desk Model 730,"Standing Desk made with Laminate, dimensions 55x28 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,1019.44,4.1
DSK-042,Desk,Fully,Fully Sitting Desk Model 940,"Sitting Desk made with Particleboard, dimensions 55x28 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,194.39,3.9
DSK-043,Desk,Steelcase,Steelcase L‑Shaped Desk Model 289,"L‑Shaped Desk made with Wood, dimensions 60x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,884.94,4.6
DSK-044,Desk,Autonomous,Autonomous Adjustable Desk Model 746,"Adjustable Desk made with Particleboard, dimensions 55x28 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,568.95,3.9
DSK-045,Desk,Vari,Vari Adjustable Desk Model 388,"Adjustable Desk made with Particleboard, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,816.71,4.7
DSK-046,Desk,Vari,Vari Compact Desk Model 256,"Compact Desk made with Bamboo, dimensions 60x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,753.29,4.5
DSK-047,Desk,Uplift,Uplift L‑Shaped Desk Model 311,"L‑Shaped Desk made with Laminate, dimensions 80x36 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,838.13,4.2
DSK-048,Desk,Autonomous,Autonomous Adjustable Desk Model 270,"Adjustable Desk made with Particleboard, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,736.5,4.2
DSK-049,Desk,Ikea,Ikea Executive Desk Model 205,"Executive Desk made with Metal Frame + Wood Top, dimensions 60x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,481.74,4.7
DSK-050,Desk,Ikea,Ikea Executive Desk Model 347,"Executive Desk made with Laminate, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,349.6,4.4
DSK-051,Desk,Vari,Vari Executive Desk Model 870,"Executive Desk made with Metal Frame + Wood Top, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,550.23,4.1
DSK-052,Desk,Ikea,Ikea Sitting Desk Model 636,"Sitting Desk made with Particleboard, dimensions 72x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,877.07,3.9
DSK-053,Desk,Steelcase,Steelcase Adjustable Desk Model 324,"Adjustable Desk made with Laminate, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,443.88,4.7
DSK-054,Desk,Steelcase,Steelcase Standing Desk Model 145,"Standing Desk made with Wood, dimensions 59x29 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,1266.71,4.6
DSK-055,Desk,Uplift,Uplift Adjustable Desk Model 767,"Adjustable Desk made with Particleboard, dimensions 55x28 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,1148.75,4.1
DSK-056,Desk,HON,HON L‑Shaped Desk Model 267,"L‑Shaped Desk made with Bamboo, dimensions 60x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,537.5,4.8
DSK-057,Desk,Vari,Vari Standing Desk Model 204,"Standing Desk made with Particleboard, dimensions 80x36 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,1172.98,3.9
DSK-058,Desk,Fully,Fully Standing Desk Model 464,"Standing Desk made with Wood, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,567.39,4.0
DSK-059,Desk,Vari,Vari Standing Desk Model 799,"Standing Desk made with Bamboo, dimensions 80x36 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,413.96,4.4
DSK-060,Desk,Ikea,Ikea L‑Shaped Desk Model 958,"L‑Shaped Desk made with Bamboo, dimensions 60x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,973.46,4.5
DSK-061,Desk,Vari,Vari Executive Desk Model 689,"Executive Desk made with Metal Frame + Wood Top, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1285.78,4.0
DSK-062,Desk,HON,HON Compact Desk Model 226,"Compact Desk made with Particleboard, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,272.47,4.6
DSK-063,Desk,Steelcase,Steelcase Executive Desk Model 823,"Executive Desk made with Laminate, dimensions 80x36 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,439.72,4.5
DSK-064,Desk,Steelcase,Steelcase Sitting Desk Model 772,"Sitting Desk made with Bamboo, dimensions 72x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,1214.76,3.9
DSK-065,Desk,Autonomous,Autonomous Adjustable Desk Model 155,"Adjustable Desk made with Wood, dimensions 48x24 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,672.5,4.7
DSK-066,Desk,Herman Miller,Herman Miller Executive Desk Model 324,"Executive Desk made with Bamboo, dimensions 60x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,1030.53,4.0
DSK-067,Desk,Uplift,Uplift Adjustable Desk Model 915,"Adjustable Desk made with Laminate, dimensions 60x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,962.63,4.5
DSK-068,Desk,Fully,Fully Compact Desk Model 450,"Compact Desk made with Laminate, dimensions 47x27 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,384.89,4.1
DSK-069,Desk,HON,HON L‑Shaped Desk Model 997,"L‑Shaped Desk made with Laminate, dimensions 59x29 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,483.43,4.1
DSK-070,Desk,Autonomous,Autonomous Adjustable Desk Model 873,"Adjustable Desk made with Metal Frame + Wood Top, dimensions 72x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,768.82,4.6
DSK-071,Desk,Ikea,Ikea Executive Desk Model 636,"Executive Desk made with Bamboo, dimensions 59x29 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,484.2,4.8
DSK-072,Desk,Fully,Fully L‑Shaped Desk Model 234,"L‑Shaped Desk made with Laminate, dimensions 80x36 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,861.09,4.4
DSK-073,Desk,Uplift,Uplift Executive Desk Model 980,"Executive Desk made with Particleboard, dimensions 72x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,643.0,4.1
DSK-074,Desk,Uplift,Uplift Adjustable Desk Model 607,"Adjustable Desk made with Laminate, dimensions 47x27 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,1068.62,4.4
DSK-075,Desk,Vari,Vari Executive Desk Model 917,"Executive Desk made with Particleboard, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,645.09,4.7
DSK-076,Desk,Ikea,Ikea Compact Desk Model 721,"Compact Desk made with Metal Frame + Wood Top, dimensions 80x36 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,1079.92,4.3
DSK-077,Desk,Uplift,Uplift L‑Shaped Desk Model 684,"L‑Shaped Desk made with Bamboo, dimensions 72x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,587.17,4.1
DSK-078,Desk,Vari,Vari Sitting Desk Model 458,"Sitting Desk made with Wood, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,305.84,4.0
DSK-079,Desk,HON,HON L‑Shaped Desk Model 801,"L‑Shaped Desk made with Bamboo, dimensions 72x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,1261.04,4.2
DSK-080,Desk,Fully,Fully Adjustable Desk Model 558,"Adjustable Desk made with Particleboard, dimensions 80x36 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,722.43,4.6
DSK-081,Desk,Ikea,Ikea Compact Desk Model 217,"Compact Desk made with Particleboard, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,939.19,4.4
DSK-082,Desk,Fully,Fully L‑Shaped Desk Model 569,"L‑Shaped Desk made with Metal Frame + Wood Top, dimensions 72x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,684.12,3.8
DSK-083,Desk,Vari,Vari Adjustable Desk Model 840,"Adjustable Desk made with Bamboo, dimensions 59x29 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,398.57,4.4
DSK-084,Desk,Steelcase,Steelcase Standing Desk Model 739,"Standing Desk made with Particleboard, dimensions 55x28 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1055.21,4.5
DSK-085,Desk,Autonomous,Autonomous L‑Shaped Desk Model 539,"L‑Shaped Desk made with Wood, dimensions 48x24 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,273.35,4.7
DSK-086,Desk,Ikea,Ikea Compact Desk Model 651,"Compact Desk made with Bamboo, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,1055.91,4.0
DSK-087,Desk,Herman Miller,Herman Miller Compact Desk Model 149,"Compact Desk made with Metal Frame + Wood Top, dimensions 48x24 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,262.01,4.6
DSK-088,Desk,Vari,Vari Compact Desk Model 302,"Compact Desk made with Wood, dimensions 60x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,492.11,4.0
DSK-089,Desk,HON,HON Standing Desk Model 906,"Standing Desk made with Particleboard, dimensions 72x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,874.86,3.8
DSK-090,Desk,Herman Miller,Herman Miller Standing Desk Model 687,"Standing Desk made with Laminate, dimensions 47x27 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,1202.3,4.5
DSK-091,Desk,Ikea,Ikea Sitting Desk Model 333,"Sitting Desk made with Bamboo, dimensions 72x30 inches, weight capacity 250 lbs. Ideal for modern office setups.",,,,,,,317.66,4.0
DSK-092,Desk,Ikea,Ikea Compact Desk Model 526,"Compact Desk made with Bamboo, dimensions 60x30 inches, weight capacity 200 lbs. Ideal for modern office setups.",,,,,,,694.03,4.3
DSK-093,Desk,Autonomous,Autonomous Compact Desk Model 455,"Compact Desk made with Wood, dimensions 55x28 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,1291.21,3.8
DSK-094,Desk,Herman Miller,Herman Miller Adjustable Desk Model 849,"Adjustable Desk made with Wood, dimensions 72x30 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,522.21,4.3
DSK-095,Desk,Vari,Vari Standing Desk Model 735,"Standing Desk made with Particleboard, dimensions 60x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,869.71,4.8
DSK-096,Desk,Ikea,Ikea L‑Shaped Desk Model 143,"L‑Shaped Desk made with Particleboard, dimensions 80x36 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,256.31,4.8
DSK-097,Desk,Autonomous,Autonomous Standing Desk Model 568,"Standing Desk made with Wood, dimensions 72x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,509.27,4.1
DSK-098,Desk,Steelcase,Steelcase Executive Desk Model 576,"Executive Desk made with Bamboo, dimensions 47x27 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,158.97,4.6
DSK-099,Desk,Herman Miller,Herman Miller Executive Desk Model 476,"Executive Desk made with Particleboard, dimensions 48x24 inches, weight capacity 300 lbs. Ideal for modern office setups.",,,,,,,260.27,3.8
DSK-100,Desk,Uplift,Uplift Sitting Desk Model 156,"Sitting Desk made with Particleboard, dimensions 60x30 inches, weight capacity 150 lbs. Ideal for modern office setups.",,,,,,,799.64,4.4
CHR-001,Chair,Herman Miller,Herman Miller Executive Chair Model 981,"Executive Chair constructed with Polyurethane, supports up to 350 lbs, includes Tilt‑lock mechanism and Headrest included. Designed for long‑duration office comfort.",,,,,,,973.59,3.9
CHR-002,Chair,Ikea,Ikea Executive Chair Model 775,"Executive Chair constructed with Mesh, supports up to 350 lbs, includes 4D armrests and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1311.23,4.3
CHR-003,Chair,Knoll,Knoll Executive Chair Model 650,"Executive Chair constructed with Fabric, supports up to 275 lbs, includes Adjustable lumbar support and Breathable mesh back. Designed for long‑duration office comfort.",,,,,,,1041.59,3.9
CHR-004,Chair,Ikea,Ikea Task Chair Model 337,"Task Chair constructed with Polyurethane, supports up to 300 lbs, includes Breathable mesh back and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,1550.93,4.1
CHR-005,Chair,Humanscale,Humanscale Task Chair Model 112,"Task Chair constructed with Hybrid Mesh + Foam, supports up to 350 lbs, includes Headrest included and Seat depth adjustment. Designed for long‑duration office comfort.",,,,,,,341.0,3.9
CHR-006,Chair,Autonomous,Autonomous Executive Chair Model 136,"Executive Chair constructed with Leather, supports up to 300 lbs, includes Recline tension control and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1798.17,4.2
CHR-007,Chair,Steelcase,Steelcase Executive Chair Model 341,"Executive Chair constructed with Fabric, supports up to 250 lbs, includes Adjustable lumbar support and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1196.0,4.1
CHR-008,Chair,Autonomous,Autonomous Mesh Office Chair Model 852,"Mesh Office Chair constructed with Mesh, supports up to 275 lbs, includes Headrest included and Seat depth adjustment. Designed for long‑duration office comfort.",,,,,,,1528.87,4.3
CHR-009,Chair,Herman Miller,Herman Miller Task Chair Model 583,"Task Chair constructed with Leather, supports up to 250 lbs, includes Tilt‑lock mechanism and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1113.02,3.9
CHR-010,Chair,Branch,Branch Executive Chair Model 466,"Executive Chair constructed with Leather, supports up to 250 lbs, includes Adjustable lumbar support and Headrest included. Designed for long‑duration office comfort.",,,,,,,469.54,4.2
CHR-011,Chair,Humanscale,Humanscale High‑Back Chair Model 497,"High‑Back Chair constructed with Hybrid Mesh + Foam, supports up to 275 lbs, includes 4D armrests and Recline tension control. Designed for long‑duration office comfort.",,,,,,,352.18,4.4
CHR-012,Chair,Autonomous,Autonomous Executive Chair Model 812,"Executive Chair constructed with Leather, supports up to 300 lbs, includes Seat depth adjustment and Recline tension control. Designed for long‑duration office comfort.",,,,,,,1265.93,4.6
CHR-013,Chair,HON,HON Mesh Office Chair Model 213,"Mesh Office Chair constructed with Hybrid Mesh + Foam, supports up to 350 lbs, includes Adjustable lumbar support and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,921.73,4.4
CHR-014,Chair,HON,HON Task Chair Model 527,"Task Chair constructed with Mesh, supports up to 350 lbs, includes Recline tension control and Headrest included. Designed for long‑duration office comfort.",,,,,,,265.5,3.8
CHR-015,Chair,Herman Miller,Herman Miller Executive Chair Model 565,"Executive Chair constructed with Leather, supports up to 350 lbs, includes Recline tension control and Breathable mesh back. Designed for long‑duration office comfort.",,,,,,,601.68,4.8
CHR-016,Chair,Knoll,Knoll Ergonomic Chair Model 489,"Ergonomic Chair constructed with Fabric, supports up to 275 lbs, includes Adjustable lumbar support and 4D armrests. Designed for long‑duration office comfort.",,,,,,,446.4,4.2
CHR-017,Chair,HON,HON Ergonomic Chair Model 981,"Ergonomic Chair constructed with Fabric, supports up to 300 lbs, includes Adjustable lumbar support and Headrest included. Designed for long‑duration office comfort.",,,,,,,1723.07,3.9
CHR-018,Chair,Autonomous,Autonomous Ergonomic Chair Model 655,"Ergonomic Chair constructed with Fabric, supports up to 300 lbs, includes Tilt‑lock mechanism and Breathable mesh back. Designed for long‑duration office comfort.",,,,,,,1683.07,4.4
CHR-019,Chair,Branch,Branch Executive Chair Model 212,"Executive Chair constructed with Fabric, supports up to 300 lbs, includes Seat depth adjustment and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,442.67,4.1
CHR-020,Chair,HON,HON Conference Chair Model 840,"Conference Chair constructed with Leather, supports up to 350 lbs, includes Headrest included and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1194.36,4.2
CHR-021,Chair,HON,HON Conference Chair Model 508,"Conference Chair constructed with Mesh, supports up to 350 lbs, includes Seat depth adjustment and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1323.75,4.7
CHR-022,Chair,Ikea,Ikea Conference Chair Model 265,"Conference Chair constructed with Polyurethane, supports up to 350 lbs, includes Headrest included and Breathable mesh back. Designed for long‑duration office comfort.",,,,,,,396.64,4.5
CHR-023,Chair,Knoll,Knoll Task Chair Model 481,"Task Chair constructed with Hybrid Mesh + Foam, supports up to 300 lbs, includes Adjustable lumbar support and Headrest included. Designed for long‑duration office comfort.",,,,,,,1468.85,4.1
CHR-024,Chair,Steelcase,Steelcase Mesh Office Chair Model 349,"Mesh Office Chair constructed with Leather, supports up to 275 lbs, includes Seat depth adjustment and Breathable mesh back. Designed for long‑duration office comfort.",,,,,,,362.64,4.3
CHR-025,Chair,HON,HON Task Chair Model 267,"Task Chair constructed with Mesh, supports up to 250 lbs, includes Headrest included and Recline tension control. Designed for long‑duration office comfort.",,,,,,,153.26,4.5
CHR-026,Chair,Steelcase,Steelcase Ergonomic Chair Model 191,"Ergonomic Chair constructed with Fabric, supports up to 350 lbs, includes Breathable mesh back and Headrest included. Designed for long‑duration office comfort.",,,,,,,974.15,4.2
CHR-027,Chair,Steelcase,Steelcase Task Chair Model 584,"Task Chair constructed with Mesh, supports up to 250 lbs, includes Breathable mesh back and Recline tension control. Designed for long‑duration office comfort.",,,,,,,278.93,4.2
CHR-028,Chair,Humanscale,Humanscale Mesh Office Chair Model 208,"Mesh Office Chair constructed with Hybrid Mesh + Foam, supports up to 350 lbs, includes Headrest included and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1799.54,4.2
CHR-029,Chair,Branch,Branch Conference Chair Model 391,"Conference Chair constructed with Mesh, supports up to 350 lbs, includes Recline tension control and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1218.0,4.7
CHR-030,Chair,Branch,Branch Mesh Office Chair Model 179,"Mesh Office Chair constructed with Fabric, supports up to 300 lbs, includes Seat depth adjustment and Headrest included. Designed for long‑duration office comfort.",,,,,,,1618.15,4.7
CHR-031,Chair,Steelcase,Steelcase Conference Chair Model 190,"Conference Chair constructed with Leather, supports up to 350 lbs, includes 4D armrests and Seat depth adjustment. Designed for long‑duration office comfort.",,,,,,,1338.27,4.8
CHR-032,Chair,HON,HON Conference Chair Model 170,"Conference Chair constructed with Leather, supports up to 275 lbs, includes Tilt‑lock mechanism and Seat depth adjustment. Designed for long‑duration office comfort.",,,,,,,1055.11,4.2
CHR-033,Chair,Autonomous,Autonomous Task Chair Model 479,"Task Chair constructed with Hybrid Mesh + Foam, supports up to 350 lbs, includes Seat depth adjustment and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,1695.38,4.0
CHR-034,Chair,Ikea,Ikea Task Chair Model 750,"Task Chair constructed with Mesh, supports up to 275 lbs, includes Recline tension control and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,1086.87,4.7
CHR-035,Chair,Branch,Branch Executive Chair Model 846,"Executive Chair constructed with Mesh, supports up to 250 lbs, includes Recline tension control and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,392.75,4.1
CHR-036,Chair,Ikea,Ikea Mesh Office Chair Model 820,"Mesh Office Chair constructed with Fabric, supports up to 275 lbs, includes Tilt‑lock mechanism and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1298.67,4.5
CHR-037,Chair,Herman Miller,Herman Miller Ergonomic Chair Model 879,"Ergonomic Chair constructed with Fabric, supports up to 300 lbs, includes Breathable mesh back and 4D armrests. Designed for long‑duration office comfort.",,,,,,,929.37,4.5
CHR-038,Chair,Autonomous,Autonomous Ergonomic Chair Model 776,"Ergonomic Chair constructed with Fabric, supports up to 275 lbs, includes Seat depth adjustment and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1635.72,3.9
CHR-039,Chair,Autonomous,Autonomous Mesh Office Chair Model 346,"Mesh Office Chair constructed with Polyurethane, supports up to 300 lbs, includes Seat depth adjustment and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,617.26,3.9
CHR-040,Chair,Steelcase,Steelcase Ergonomic Chair Model 236,"Ergonomic Chair constructed with Leather, supports up to 250 lbs, includes Headrest included and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1257.08,4.7
CHR-041,Chair,HON,HON Ergonomic Chair Model 172,"Ergonomic Chair constructed with Polyurethane, supports up to 300 lbs, includes Seat depth adjustment and 4D armrests. Designed for long‑duration office comfort.",,,,,,,162.03,4.3
CHR-042,Chair,Knoll,Knoll Mesh Office Chair Model 852,"Mesh Office Chair constructed with Fabric, supports up to 250 lbs, includes Recline tension control and Seat depth adjustment. Designed for long‑duration office comfort.",,,,,,,1237.59,4.5
CHR-043,Chair,Ikea,Ikea Ergonomic Chair Model 600,"Ergonomic Chair constructed with Hybrid Mesh + Foam, supports up to 300 lbs, includes Recline tension control and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,1460.98,4.7
CHR-044,Chair,Steelcase,Steelcase Ergonomic Chair Model 989,"Ergonomic Chair constructed with Fabric, supports up to 250 lbs, includes Headrest included and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1177.11,4.1
CHR-045,Chair,Steelcase,Steelcase Ergonomic Chair Model 932,"Ergonomic Chair constructed with Mesh, supports up to 300 lbs, includes Adjustable lumbar support and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1157.63,4.2
CHR-046,Chair,Knoll,Knoll Executive Chair Model 462,"Executive Chair constructed with Hybrid Mesh + Foam, supports up to 300 lbs, includes Breathable mesh back and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1711.03,4.6
CHR-047,Chair,Humanscale,Humanscale Task Chair Model 236,"Task Chair constructed with Polyurethane, supports up to 250 lbs, includes Breathable mesh back and Headrest included. Designed for long‑duration office comfort.",,,,,,,344.54,4.6
CHR-048,Chair,Humanscale,Humanscale Task Chair Model 841,"Task Chair constructed with Fabric, supports up to 300 lbs, includes Seat depth adjustment and Headrest included. Designed for long‑duration office comfort.",,,,,,,1287.13,4.1
CHR-049,Chair,Ikea,Ikea Mesh Office Chair Model 488,"Mesh Office Chair constructed with Leather, supports up to 250 lbs, includes Adjustable lumbar support and Headrest included. Designed for long‑duration office comfort.",,,,,,,1454.62,4.0
CHR-050,Chair,Steelcase,Steelcase High‑Back Chair Model 795,"High‑Back Chair constructed with Polyurethane, supports up to 250 lbs, includes 4D armrests and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,385.58,4.1
CHR-051,Chair,Autonomous,Autonomous Conference Chair Model 592,"Conference Chair constructed with Leather, supports up to 275 lbs, includes Adjustable lumbar support and Recline tension control. Designed for long‑duration office comfort.",,,,,,,1131.0,4.4
CHR-052,Chair,Autonomous,Autonomous Executive Chair Model 629,"Executive Chair constructed with Mesh, supports up to 300 lbs, includes Recline tension control and 4D armrests. Designed for long‑duration office comfort.",,,,,,,1777.83,4.4
CHR-053,Chair,Knoll,Knoll High‑Back Chair Model 696,"High‑Back Chair constructed with Fabric, supports up to 250 lbs, includes 4D armrests and Headrest included. Designed for long‑duration office comfort.",,,,,,,1386.84,4.7
CHR-054,Chair,Steelcase,Steelcase Ergonomic Chair Model 710,"Ergonomic Chair constructed with Mesh, supports up to 300 lbs, includes Headrest included and Adjustable lumbar support. Designed for long‑duration office comfort.",,,,,,,1266.56,4.0
CHR-055,Chair,Autonomous,Autonomous High‑Back Chair Model 994,"High‑Back Chair constructed with Leather, supports up to 350 lbs, includes Breathable mesh back and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,832.19,3.9
CHR-056,Chair,Knoll,Knoll Executive Chair Model 485,"Executive Chair constructed with Fabric, supports up to 275 lbs, includes Seat depth adjustment and Tilt‑lock mechanism. Designed for long‑duration office comfort.",,,,,,,1706.52,4.0
